Gene ID,Gene class (BV-BRC),Gene subsystem (BV-BRC),Gene annotation (BV-BRC),logFC,logCPM,PValue,FDR,Bt_1_mono_rep1,Bt_1_mono_rep2,Bt_1_mono_rep3,Bt_1_mono_rep4,Bt_1_mono_rep5,Bil_Bt_rep1,Bil_Bt_rep2,Bil_Bt_rep3,Bil_Bt_rep4,Bil_Bt_rep5,Bil_Bt_rep6
QI0072_1305,#N/A,#N/A,hypothetical protein,-2.077096758,-0.018101074,0.000182271,0.000414683,11.3,29.061,52.412,38.218,68.401,0.933,6.573,6.863,10.905,0,2.886
QI0072_131,#N/A,#N/A,hypothetical protein,2.197808611,7.315409349,1.05E-19,9.96E-19,1646.355,980.82,1360.653,1583.475,1765.15,5985.822,5852.95,3027.562,2364.488,2483.179,2217.446
QI0072_1311,#N/A,#N/A,hypothetical protein,2.631077451,0.68896329,2.27E-10,1.03E-09,21.469,2.076,7.194,10.329,17.355,29.85,69.488,25.491,27.759,34.582,38.481
QI0072_1316,#N/A,#N/A,Glycosyltransferase family 8,-1.465491184,5.001793033,3.71E-15,2.58E-14,792.104,874.954,1600.103,1539.059,2087.757,217.344,264.805,301.972,241.902,253.601,219.34
QI0072_1317,#N/A,#N/A,Glycosyl transferase group 1,-1.813647217,4.448673055,8.49E-18,7.11E-17,488.144,748.329,1115.037,1064.946,1572.198,118.466,168.086,147.064,132.848,157.54,130.834
QI0072_1318,#N/A,#N/A,Glycosyltransferase involved in cell wall biogenesis,-1.863184018,3.547764068,2.51E-18,2.17E-17,277.971,389.214,572.42,561.912,877.981,65.296,90.147,71.571,65.432,76.849,73.113
QI0072_1319,#N/A,#N/A,hypothetical protein,-2.115672088,4.59468283,3.51E-25,4.46E-24,619.219,901.939,1391.483,1204.391,1616.097,132.459,149.305,118.632,167.547,135.446,103.898
QI0072_132,#N/A,#N/A,hypothetical protein,1.700120156,7.492270989,6.55E-16,4.84E-15,3247.512,1325.404,2100.585,1914.011,2306.231,4760.113,5420.059,3598.171,3087.219,3172.897,2804.275
QI0072_1320,#N/A,#N/A,Two-component system sensor histidine kinase/response regulator hybrid,-2.101611056,4.723805889,1.29E-16,1.00E-15,647.468,1118.861,1401.76,1099.033,2020.377,96.079,128.647,184.32,168.538,159.461,139.492
QI0072_1322,#N/A,#N/A,hypothetical protein,-1.693569073,4.301855704,6.54E-15,4.45E-14,406.786,747.291,966.022,930.666,1302.679,150.182,132.403,141.182,141.77,140.249,113.518
QI0072_1328,Protein Synthesis,Universal GTPases,Probable GTPase related to EngC,-1.099530321,4.286230246,5.57E-11,2.69E-10,559.331,728.609,720.406,696.192,994.364,215.478,218.793,212.753,140.779,159.461,147.188
QI0072_133,#N/A,#N/A,hypothetical protein,1.452209547,6.847312516,1.32E-10,6.18E-10,2395.52,891.56,1456.228,1542.158,1700.833,3198.595,3256.543,2239.298,1855.9,1952.922,1604.642
QI0072_1332,#N/A,#N/A,outer membrane protein OmpA family,-1.629093191,10.58257157,2.99E-21,3.10E-20,88792.443,46670.423,63819.145,54484.766,73524.768,9991.294,12719.109,12860.275,11053.116,11022.047,9246.894
QI0072_1333,#N/A,#N/A,Monofunctional biosynthetic peptidoglycan transglycosylase,-1.143235222,7.42185047,1.28E-14,8.62E-14,6576.381,5215.471,6985.165,6213.048,8249.957,1239.7,1644.235,1877.52,1702.233,1609.984,1289.101
QI0072_1334,#N/A,#N/A,Pyruvate:Oxaloacetate transcarboxylase domain protein / Biotin carboxyl carrier protein,-4.047565334,8.729120685,1.37E-141,5.17E-139,24061.419,19241.716,25221.408,22236.825,26552.794,738.783,701.453,852.972,810.965,789.622,563.741
QI0072_1335,#N/A,#N/A,RNA polymerase ECF-type sigma factor,-2.341883404,8.43374272,1.25E-12,7.09E-12,33770.055,9997.098,12441.136,11177.289,12875.691,2154.784,2702.517,1741.24,1336.407,1365.988,1300.645
QI0072_1336,#N/A,#N/A,LemA protein,1.049994116,6.97233002,3.31E-21,3.42E-20,2041.842,1470.711,2249.599,2135.057,3095.393,2309.63,3037.75,2656.96,2067.068,2203.641,1847.07
QI0072_1346,Respiration,Cytochrome d ubiquinol oxidase operon,Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-),-2.782325879,9.409789455,1.36E-30,2.26E-29,57222.424,20089.684,30437.93,27203.132,35936.98,3308.666,3075.311,2331.458,2548.889,2484.139,2085.65
QI0072_1347,Respiration,Cytochrome d ubiquinol oxidase operon,Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-),-2.405577916,9.686924336,1.12E-40,2.70E-39,49878.799,28279.79,39549.372,35436.582,47087.337,3767.607,3531.677,4110.935,4387.935,4075.871,3521.939
QI0072_1348,#N/A,#N/A,hypothetical protein,-1.121164912,6.458193459,4.98E-09,2.01E-08,4771.831,2449.455,2885.735,2793.031,3784.506,845.123,892.075,824.54,774.283,806.913,710.93
QI0072_1351,#N/A,#N/A,ABC export system membrane fusion protein BT1213,-1.080495831,1.473740689,0.000202259,0.000457818,131.076,56.047,80.159,109.49,127.613,17.723,34.744,40.198,12.888,26.897,18.278
QI0072_1359,#N/A,#N/A,hypothetical protein,1.56027443,3.014040535,0.004089248,0.007395994,210.173,60.198,64.744,102.26,67.38,415.099,321.147,94.121,79.312,69.164,71.189
QI0072_1361,#N/A,#N/A,hypothetical protein,1.115126117,4.824104128,0.003145637,0.005800768,716.396,277.121,407.99,460.685,449.199,1118.435,1006.636,406.878,279.575,290.104,283.795
QI0072_1362,#N/A,#N/A,hypothetical protein,2.821173144,2.069063297,2.10E-05,5.46E-05,46.328,7.265,16.443,34.087,26.544,236,256.354,44.119,32.716,27.858,42.329
QI0072_1372,#N/A,#N/A,hypothetical protein,1.847149322,0.545068789,0.001032791,0.002080883,0,20.758,31.858,8.263,19.397,45.708,41.317,28.432,10.905,33.621,25.012
QI0072_1373,#N/A,#N/A,hypothetical protein,2.129618007,2.09030669,2.94E-11,1.46E-10,13.56,39.44,45.218,57.844,46.962,119.399,150.244,102.945,50.561,89.337,64.455
QI0072_1374,#N/A,#N/A,hypothetical protein,1.821679098,4.037941552,9.19E-09,3.60E-08,224.863,110.018,207.592,175.597,227.662,657.629,643.233,270.598,208.194,210.374,197.213
QI0072_1383,#N/A,#N/A,hypothetical protein,1.380996761,1.698270891,2.77E-11,1.38E-10,36.159,40.478,50.356,54.745,51.045,69.028,79.817,68.63,67.415,45.149,53.873
QI0072_1384,#N/A,#N/A,hypothetical protein,1.40566133,1.444878741,3.38E-09,1.40E-08,29.379,36.327,36.997,44.416,44.92,46.64,52.585,60.787,64.441,45.149,49.063
QI0072_1386,#N/A,#N/A,hypothetical protein,1.135275637,4.007896238,1.08E-10,5.08E-10,233.902,233.529,309.333,217.947,327.711,391.779,459.184,278.442,230.996,261.286,235.694
QI0072_1387,#N/A,#N/A,hypothetical protein,2.496098449,1.599085577,1.28E-17,1.06E-16,23.729,20.758,10.277,20.659,43.899,55.968,109.866,58.826,81.295,59.558,54.835
QI0072_1388,#N/A,#N/A,hypothetical protein,2.546195432,1.024744639,2.88E-10,1.30E-09,24.859,1.038,14.388,15.494,22.46,69.961,77,47.061,38.665,29.779,25.974
QI0072_1393,#N/A,#N/A,Lactate-responsive regulator LldR in Actinobacteria GntR family,2.010627809,4.544491596,3.04E-14,2.01E-13,255.371,142.193,206.564,287.153,322.607,804.08,886.441,437.271,282.549,378.481,355.946
QI0072_1415,#N/A,#N/A,hypothetical protein,1.447023817,-0.69020076,0.000334435,0.000730001,0,7.265,11.305,11.362,9.188,14.925,9.39,10.785,8.923,11.527,11.544
QI0072_1416,#N/A,#N/A,hypothetical protein,1.378910861,-0.204831052,0.000194757,0.000441654,13.56,7.265,14.388,9.296,15.314,20.522,27.232,7.843,10.905,10.567,20.202
QI0072_1419,#N/A,#N/A,Phage protein,2.148546281,-0.823877965,4.33E-05,0.000107935,7.91,3.114,4.111,6.198,2.042,15.858,23.476,7.843,7.931,2.882,11.544
QI0072_1424,#N/A,#N/A,Helicase-related protein,2.0249516,0.69831434,7.72E-09,3.04E-08,20.339,11.417,15.415,23.757,8.167,44.775,61.037,26.472,25.776,24.976,29.822
QI0072_1426,#N/A,#N/A,hypothetical protein,2.673765004,0.761161936,7.11E-06,1.99E-05,19.209,3.114,13.36,10.329,11.23,81.154,99.537,21.569,10.905,21.133,15.392
QI0072_1434,#N/A,#N/A,hypothetical protein,3.484032891,-0.910424583,1.28E-10,6.01E-10,0,4.152,3.083,2.066,0,19.589,16.902,6.863,9.914,14.409,5.772
QI0072_1440,#N/A,#N/A,Phage protein,-3.486631985,5.738835376,2.73E-22,3.05E-21,5875.804,1444.763,2232.129,2023.501,2340.942,158.577,197.195,112.749,111.037,155.619,83.695
QI0072_1441,#N/A,#N/A,Predicted dye-decolorizing peroxidase (DyP) encapsulated subgroup,-2.014482321,8.341670666,4.55E-54,1.76E-52,16778.811,11932.791,13978.551,13103.696,18685.678,2189.298,2576.688,1843.205,1924.307,1707.966,1480.542
QI0072_1442,Energy and Precursor Metabolites Generation,Pentose phosphate pathway,6-phosphogluconolactonase (EC 3.1.1.31) eukaryotic type,-2.298016886,10.04265468,3.20E-55,1.28E-53,57736.557,39000.308,48993.783,42477.004,65601.502,4631.386,6017.279,5912.962,5472.527,5568.66,4565.726
QI0072_1443,Energy and Precursor Metabolites Generation,Pentose phosphate pathway,Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49),-2.238014768,10.89928827,1.51E-44,4.19E-43,96071.66,75927.919,87997.455,76993.25,117583.071,8605.143,9825.03,11032.757,11276.181,10452.405,8604.267
QI0072_1444,#N/A,#N/A,hypothetical protein,-1.940514639,6.942584144,2.21E-42,5.63E-41,4159.391,5362.854,5735.502,5164.629,7581.262,880.57,1101.478,742.184,671.178,678.191,573.361
QI0072_1445,Energy and Precursor Metabolites Generation,Pentose phosphate pathway,6-phosphogluconate dehydrogenase decarboxylating (EC 1.1.1.44),-2.076709268,9.464777576,2.92E-63,1.37E-61,31533.86,27976.722,32722.47,28983.896,43499.866,5088.462,4957.119,3845.239,4127.197,3594.605,3033.235
QI0072_1446,#N/A,#N/A,Na+/H+-dicarboxylate symporter,1.348672014,5.863620381,1.36E-13,8.42E-13,761.595,564.62,950.607,794.32,1362.912,803.147,1226.368,1556.92,1065.755,1269.927,916.801
QI0072_1454,#N/A,#N/A,hypothetical protein,-2.597885571,3.665492174,1.58E-20,1.58E-19,679.107,538.673,582.697,546.418,721.782,92.348,88.268,29.413,29.742,46.109,43.291
QI0072_1459,#N/A,#N/A,"5'-nucleotidase (EC 3.1.3.5)%3B 2',C3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16)%3B Putative UDP-sugar hydrolase (EC 3.6.1.45)",-1.004655442,5.277968325,8.29E-06,2.29E-05,680.237,1114.71,1732.674,1403.746,2658.444,291.969,392.513,456.879,403.5,373.678,323.237
QI0072_1466,"Stress Response, Defense and Virulence",Heat shock dnaK gene cluster extended,Chaperone protein DnaJ,-1.044006898,8.312396486,0.002642617,0.004951493,25639.976,5370.119,8398.23,7672.572,11776.173,4472.809,4620.009,2879.517,2555.829,2369.827,1928.841
QI0072_1467,#N/A,#N/A,hypothetical protein,-1.482778371,5.397496988,9.41E-14,5.93E-13,2272.354,1246.524,1712.121,1518.401,1956.06,481.328,308.94,341.189,303.368,303.553,236.656
QI0072_1468,#N/A,#N/A,hypothetical protein,-1.434372754,4.395434523,0.000341004,0.000743678,968.378,736.912,902.306,807.748,797.329,443.083,264.805,103.925,91.209,92.219,65.417
QI0072_1469,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Cell surface glycan-binding lipoprotein utilization system for glycans and polysaccharides (PUL) SusD family,-3.425727684,7.935641794,3.48E-92,3.55E-90,14069.161,10011.629,13942.582,12016.025,15646.435,499.052,650.745,700.026,675.143,674.349,589.716
QI0072_1470,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Outer membrane TonB-dependent transporter utilization system for glycans and polysaccharides (PUL) SusC family,-2.440802059,8.132539571,1.51E-38,3.37E-37,14557.305,10346.872,14091.596,12524.224,17355.435,882.435,1347.502,1326.519,1507.919,1436.113,1277.557
QI0072_1471,#N/A,#N/A,Tyrosine-protein kinase (EC 2.7.10.2),-1.474737172,2.854880563,5.37E-13,3.14E-12,240.682,294.765,276.447,271.659,374.673,53.17,71.366,43.139,63.45,48.031,51.949
QI0072_1472,#N/A,#N/A,Polysaccharide export outer membrane protein,-1.209041475,0.683861388,0.001068075,0.002147554,94.917,42.554,57.55,41.317,42.878,13.992,16.902,17.648,6.94,18.252,5.772
QI0072_1480,#N/A,#N/A,Putative glycosyltransferase,-1.34755752,1.077254551,9.53E-05,0.000225018,50.848,83.032,54.467,53.712,166.408,14.925,31.927,22.55,9.914,9.606,11.544
QI0072_1486,#N/A,#N/A,putative flippase,-1.127117536,2.078945863,3.70E-05,9.28E-05,89.267,131.814,210.675,136.346,234.809,55.036,50.707,25.491,21.811,30.74,41.367
QI0072_1490,"Cell Envelope, Capsule and Slime layer",dTDP-rhamnose synthesis -- gjo,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24),-1.040145857,2.532147057,6.32E-05,0.000153738,148.025,186.823,247.672,168.367,333.837,87.684,52.585,39.217,31.725,58.597,51.949
QI0072_1491,"Cell Envelope, Capsule and Slime layer",Bacteroides capsular polysaccharide transcription antitermination proteins,Capsular polysaccharide transcription antitermination protein UpxY family,-1.191496743,6.123596947,7.33E-05,0.000176799,3750.345,1934.654,2384.226,2285.865,3153.585,1355.368,831.038,482.371,438.199,439.96,332.857
QI0072_1492,Carbohydrates,Lactose utilization,beta-galactosidase,-1.145225007,6.856617999,6.59E-22,7.10E-21,3313.05,3527.838,5014.068,4550.038,6454.18,1181.866,1438.588,1109.845,897.217,961.571,848.498
QI0072_1493,#N/A,#N/A,beta-glycosyl hydrolase,-1.065283399,6.183345972,2.21E-16,1.70E-15,2075.741,2292.732,2994.67,2939.707,3565.011,793.819,869.538,648.063,652.341,635.924,555.083
QI0072_1494,#N/A,#N/A,beta-glycosyl hydrolase,-1.021315706,7.704998536,5.96E-16,4.43E-15,6910.85,5791.508,8613.015,7927.705,10442.867,2707.938,2890.322,1846.146,1730.984,1731.021,1445.909
QI0072_1496,#N/A,#N/A,Sialic acid-specific 9-O-acetylesterase,-1.019783765,7.013747326,8.25E-17,6.50E-16,3533.392,3644.083,5906.097,4780.38,6932.986,1270.483,1439.527,1359.854,1205.542,1195.96,1033.205
QI0072_1508,#N/A,#N/A,S-layer related protein precursor sialic acid-specific 9-O-acetylesterase,-1.272721985,0.775910651,0.002801719,0.005220396,116.386,40.478,43.163,54.745,46.962,25.186,20.659,10.785,13.88,9.606,3.848
QI0072_1509,#N/A,#N/A,hypothetical protein,-1.446943688,0.173142741,4.52E-06,1.29E-05,42.939,35.289,34.941,37.185,53.087,7.462,9.39,8.824,5.948,13.449,1.924
QI0072_1513,#N/A,#N/A,hypothetical protein,1.253788491,6.344500098,1.32E-12,7.47E-12,1462.171,864.575,1310.296,1211.622,1435.397,2142.657,2448.041,1547.115,1208.516,1268.006,1072.647
QI0072_1538,"Fatty Acids, Lipids, and Isoprenoids",Fatty Acid Biosynthesis cluster,Murein endolytic transglycosylase MltG,1.329055845,6.366837052,4.40E-13,2.60E-12,766.114,874.954,1486.03,1296.322,1943.809,1144.554,1995.431,1932.424,1655.638,1616.708,1342.974
QI0072_1561,#N/A,#N/A,hypothetical protein,-1.558076706,9.166289501,1.06E-06,3.25E-06,44379.272,15024.709,18321.541,18484.206,22403.825,7312.273,7050.208,3395.222,2851.266,3337.162,2963.008
QI0072_1562,#N/A,#N/A,hypothetical protein,-1.62317756,7.221950326,9.85E-21,1.00E-19,8535.736,4593.766,6286.34,5511.692,6733.909,985.977,1332.478,1155.925,1078.643,1049.948,929.307
QI0072_1563,#N/A,#N/A,hypothetical protein,-1.705374376,5.984414219,8.84E-27,1.22E-25,2144.669,2534.563,2970.005,2599.874,3536.425,356.332,503.318,473.547,446.13,446.684,406.933
QI0072_1564,#N/A,#N/A,hypothetical protein,-1.899524458,4.152794154,1.05E-16,8.24E-16,449.725,738.988,950.607,731.311,1169.96,171.636,170.903,99.023,94.183,84.534,67.341
QI0072_1565,#N/A,#N/A,hypothetical protein,-1.417985652,6.809014996,2.71E-07,8.91E-07,1325.446,4466.104,5420.003,4419.889,8369.403,933.74,1165.331,982.389,794.111,872.235,718.626
QI0072_1596,#N/A,#N/A,hypothetical protein,-1.395397732,4.391132084,2.08E-18,1.81E-17,658.768,716.154,899.223,852.164,1194.462,206.15,270.44,163.731,142.762,153.698,107.746
QI0072_1598,#N/A,#N/A,hypothetical protein,1.805171971,4.11804326,2.44E-20,2.40E-19,109.606,149.458,205.537,243.77,323.628,334.878,489.233,383.347,313.282,375.599,310.731
QI0072_1605,#N/A,#N/A,hypothetical protein,1.173997475,5.757494769,0.002842709,0.005284695,1280.247,510.649,783.095,800.517,959.653,2456.081,1789.784,706.889,517.511,595.579,478.122
QI0072_1609,#N/A,#N/A,Transcriptional regulator PadR family,-1.239696837,1.660883214,0.000749233,0.001542575,132.206,79.919,126.405,89.865,177.638,63.431,33.805,20.589,21.811,18.252,5.772
QI0072_1623,#N/A,#N/A,Lysophospholipase L1 and related esterases,1.678366777,5.617347438,1.38E-09,5.90E-09,699.447,373.646,600.167,593.932,805.496,2015.796,1515.588,852.972,591.866,718.537,628.196
QI0072_1627,#N/A,#N/A,Small heat shock protein,-1.719909643,6.506371732,7.59E-06,2.11E-05,9166.255,1822.561,2549.683,2425.31,3219.944,880.57,865.782,565.707,596.823,507.202,440.603
QI0072_1635,Nucleosides and Nucleotides,De Novo Pyrimidine Synthesis,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5),-2.237208178,10.60769624,1.88E-27,2.68E-26,98365.484,49324.346,74267.603,67517.189,79362.32,6424.241,7739.453,9306.223,9719.683,8533.105,7026.562
QI0072_1636,Nucleosides and Nucleotides,De Novo Pyrimidine Synthesis,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5),-1.973680602,9.454962018,8.88E-23,1.02E-21,45326.18,20890.946,30344.411,28493.256,33926.812,3407.544,4620.948,4800.176,4619.923,4356.37,3657.583
QI0072_1637,Nucleosides and Nucleotides,DeNovo Purine Biosynthesis,Amidophosphoribosyltransferase (EC 2.4.2.14),-2.014509227,9.184691134,1.35E-28,2.04E-27,31433.293,20456.064,27077.405,23328.627,30958.012,2614.658,3380.494,3960.929,3981.461,3629.187,2975.514
QI0072_1638,#N/A,#N/A,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16),1.379369888,7.190849163,9.84E-28,1.43E-26,1718.673,1594.222,2303.039,2075.148,3138.271,2555.891,3414.299,3194.235,3125.883,2710.843,2304.027
QI0072_1639,#N/A,#N/A,Glutamate synthase [NADPH] large chain (EC 1.4.1.13),2.18546698,2.516978479,1.23E-13,7.63E-13,36.159,21.796,55.495,76.437,88.819,89.549,155.878,130.397,183.409,100.864,99.088
QI0072_1640,#N/A,#N/A,Glutamate synthase [NADPH] small chain (EC 1.4.1.13),2.286833494,0.393572503,0.000250603,0.000557199,0,8.303,2.055,18.593,32.669,22.387,19.72,40.198,27.759,33.621,27.898
QI0072_1641,Protein Synthesis,"tRNA aminoacylation, Asn",Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4),1.337424039,0.201853257,2.10E-05,5.45E-05,13.56,8.303,19.526,19.626,22.46,22.387,19.72,24.511,22.802,31.7,9.62
QI0072_1643,#N/A,#N/A,Putative thioredoxin,-1.621779109,2.709364598,0.001568472,0.003056898,519.783,187.861,204.509,155.972,253.185,117.534,98.598,32.354,19.828,18.252,14.43
QI0072_1645,Amino Acids and Derivatives,Lysine DAP biosynthetic pathway,L%2CL-diaminopimelate aminotransferase (EC 2.6.1.83),-1.568579554,3.737536345,7.60E-15,5.15E-14,674.588,397.518,571.392,496.837,649.297,71.826,127.708,127.456,76.338,108.549,82.733
QI0072_1646,#N/A,#N/A,FrrB,-1.829994575,2.222056891,6.09E-16,4.51E-15,225.992,169.178,170.595,143.577,295.042,27.984,33.805,41.178,22.802,24.976,25.974
QI0072_1647,#N/A,#N/A,Nitrogen regulatory protein P-II,-1.424485878,0.829250866,0.000138862,0.000321147,97.177,57.085,66.799,61.976,37.774,11.194,17.841,7.843,16.854,17.291,7.696
QI0072_1648,#N/A,#N/A,Ammonium transporter,-1.346443639,0.249848234,5.12E-06,1.46E-05,40.679,29.061,50.356,46.482,45.941,13.059,14.085,4.902,9.914,4.803,5.772
QI0072_1649,Amino Acids and Derivatives,Glutamine synthetases,Glutamine synthetase type III GlnN (EC 6.3.1.2),-1.178155816,4.006112599,6.47E-11,3.10E-10,593.23,493.005,717.323,537.121,775.89,118.466,132.403,181.379,141.77,157.54,121.214
QI0072_1651,Phosphate Metabolism,High affinity phosphate transporter and control of PHO regulon,Polyphosphate kinase (EC 2.7.4.1),-3.021657766,4.327443268,5.55E-56,2.27E-54,741.255,900.901,1286.66,922.403,1354.745,48.506,96.72,80.395,57.501,70.125,50.025
QI0072_1652,#N/A,#N/A,Exopolyphosphatase (EC 3.6.1.11),-3.505009952,4.820808318,3.12E-59,1.40E-57,1236.179,1381.451,1761.45,1413.042,1711.042,46.64,81.695,60.787,85.26,74.928,64.455
QI0072_1656,#N/A,#N/A,Transporter sodium/sulfate symporter family,-1.773858732,7.71430864,1.12E-48,3.45E-47,8776.418,8286.631,9361.169,8414.213,11270.824,1575.511,1763.491,1404.953,1362.183,1392.886,1076.495
QI0072_1657,#N/A,#N/A,Two-component system sensor histidine kinase,-2.423372246,5.732459436,2.71E-69,1.46E-67,2603.433,2063.355,2582.569,2538.931,3106.623,291.969,367.159,261.774,213.151,217.098,187.593
QI0072_1658,#N/A,#N/A,Iron-containing alcohol dehydrogenase,-2.402037514,9.209460163,2.43E-59,1.10E-57,31290.918,22904.481,30237.531,26642.253,31807.408,2698.61,2943.847,3051.092,3163.557,2814.589,2328.078
QI0072_1659,#N/A,#N/A,hypothetical protein,-2.559315746,5.380109596,1.05E-28,1.59E-27,3092.707,1421.929,1892.993,1792.126,1825.383,224.806,246.025,188.242,168.538,162.343,123.138
QI0072_1668,#N/A,#N/A,hypothetical protein,-1.652670076,7.609955557,1.02E-15,7.37E-15,4606.857,6680.993,9942.838,9086.647,13231.988,2057.772,2195.443,1319.656,915.062,1228.621,966.826
QI0072_1669,#N/A,#N/A,hypothetical protein,-4.390363505,-0.105180112,4.46E-13,2.63E-12,9.04,26.986,53.44,52.679,75.547,1.866,1.878,0,0,0.961,0.962
QI0072_1672,#N/A,#N/A,hypothetical protein,-1.649225553,4.348290165,5.88E-19,5.31E-18,560.461,613.402,1054.403,935.831,1339.431,116.601,215.976,149.025,152.676,114.313,129.872
QI0072_1673,#N/A,#N/A,putative acetyl transferase,-1.970152918,4.574909027,1.06E-25,1.37E-24,641.819,839.665,1118.12,1125.889,1885.617,194.024,171.842,151.966,114.011,128.722,112.556
QI0072_1674,#N/A,#N/A,Transcriptional regulator,-1.449235296,5.964198217,2.47E-18,2.15E-17,3020.389,1577.615,2770.635,2575.084,3067.828,464.538,519.281,522.568,571.046,485.108,391.54
